people_group,country,population,language,longitude,latitude
Senji,Mozambique,"32,000",Ndau,33.91521,-20.28466
Takwane,Mozambique,"386,000",Takwane,36.29973,-16.21281
Tewe,Mozambique,"382,000",Tewe,33.76261,-18.46462
Xingoni,Mozambique,"53,000",Ngoni,39.01729,-12.58867
French,Mozambique,"2,300",French,32.587398,-25.963896
Goanese,Mozambique,"23,000","Konkani, Goan",32.594461,-25.95364
Greek,Mozambique,"14,000",Greek,32.57201,-25.961918
Russian,Mozambique,"4,700",Russian,32.591349,-25.963001
British,Mozambique,"2,800",English,32.576615,-25.961124
Cape Verdean,Mozambique,"2,100",Kabuverdianu,32.590465,-25.922168
Chopi,Mozambique,"1,163,000",Chopi,34.2489,-24.76524
Chwabo,Mozambique,"1,016,000",Chuwabu,37.04824,-17.40711
Cuban,Mozambique,"4,100",Spanish,32.587552,-25.942888
Dema,Mozambique,"12,000",Dema,32.78366,-15.68911
German,Mozambique,"4,200","German, Standard",32.326324,-25.917989
"Han Chinese, Mandarin",Mozambique,"26,000","Chinese, Mandarin",32.556896,-25.938149
Kokola,Mozambique,"171,000",Kokola,35.63793,-16.49464
Maindo,Mozambique,"45,000",Maindo,36.5561,-18.38679
Makhuwa-Saka,Mozambique,"452,000",Makhuwa-Saka,39.60429,-13.59764
"Makua, Makhuwa-Meetto",Mozambique,"1,224,000",Makhuwa-Meetto,38.75875,-12.79596
Manyawa,Mozambique,"229,000",Manyawa,36.85839,-16.53621
Marenje,Mozambique,"616,000",Marenje,35.77505,-16.29276
Nsenga,Mozambique,"216,000",Nsenga,31.28278,-15.09662
Nyungwe,Mozambique,"401,000",Nyungwe,33.11202,-16.24025
Phimbi,Mozambique,"14,000",Phimbi,33.33501,-15.86916
Portuguese,Mozambique,"2,417,000",Portuguese,33.61894,-20.09945
Tawara,Mozambique,"115,000",Tawara,31.76757,-16.04297
"Tonga, Gitonga",Mozambique,"343,000",Tonga,35.17801,-23.87861
"Yao, Christian",Mozambique,"116,000",Yao,32.562242,-25.946697
Korean,Mozambique,"45,000",Korean,32.57858,-25.971555
Lomwe,Mozambique,"2,641,000",Lomwe,37.16236,-15.67767
Makhuwa,Mozambique,"4,155,000",Makhuwa,39.268814,-15.120919
"Nyanja, Chewa",Mozambique,"1,354,000",Chichewa,34.371492,-14.728579
Ronga,Mozambique,"647,000",Ronga,32.62906,-26.0731
Sena,Mozambique,"2,126,000",Sena,34.85764,-17.95452
Shona-Zezuru,Mozambique,"46,000",Shona,32.593884,-25.945022
Swazi,Mozambique,"2,600",Swati,32.17799,-26.14175
Tsonga,Mozambique,"4,398,000",Tsonga,32.87862,-23.50264
Tswa,Mozambique,"1,063,000",Tswa,34.31433,-22.7822
Zulu,Mozambique,"6,400",Zulu,32.52322,-26.68984
"Barua, Maramagyi",Myanmar (Burma),500,Rakhine,92.75,20.1
Bulang,Myanmar (Burma),"15,000",Blang,99.92766,21.75635
Burmese,Myanmar (Burma),"31,156,000",Burmese,95.78856,20.29805
"Chak, Thet",Myanmar (Burma),"1,900",Chak,92.61318,21.07408
"Chakma, Daingnet",Myanmar (Burma),"29,000",Chakma,93.546797,20.571797
Chaungtha,Myanmar (Burma),"184,000",Rakhine,96.24568,20.06534
Danau,Myanmar (Burma),"127,000",Danau,96.99979,20.49656
Danu,Myanmar (Burma),"115,000",Danu,96.669746,20.938858
"Dawei, Tavoyan",Myanmar (Burma),"457,000",Tavoyan,98.32676,14.05959
Enn,Myanmar (Burma),500,"Wa, Parauk",96.55,22.5
Gujarati,Myanmar (Burma),"35,000",Gujarati,96.182545,16.845624
"Han Chinese, Cantonese",Myanmar (Burma),"74,000","Chinese, Yue",96.070135,19.720892
"Han Chinese, Hakka",Myanmar (Burma),"22,000","Chinese, Hakka",96.103879,19.711828
"Han Chinese, Mandarin",Myanmar (Burma),"979,000","Chinese, Mandarin",96.120982,19.739585
Hindi,Myanmar (Burma),"131,000",Hindi,96.009663,16.984008
Hmong Njua,Myanmar (Burma),"12,000",Hmong Njua,98.599092,23.413402
Hui,Myanmar (Burma),"8,900","Chinese, Mandarin",96.13849,16.755454
Intha,Myanmar (Burma),"102,000",Intha,96.93882,20.39204
Kaman,Myanmar (Burma),"5,000",Rakhine,92.9,20.1
"Karen, Yintale",Myanmar (Burma),"11,000",Yintale,97.34163,18.90174
"Khampti, Khamti Shan",Myanmar (Burma),"8,900",Khamti,97.82577,26.69008
Lao,Myanmar (Burma),"25,000",Lao,99.897757,20.45407
Malay,Myanmar (Burma),"27,000",Malay,96.200562,16.783236
"Manipuri, Ponna",Myanmar (Burma),"12,000",Meitei,94.36093,24.13489
Manyuki,Myanmar (Burma),"20,000",Shan,95.9409,21.884111
Mok,Myanmar (Burma),"4,000",Mok,99.6794,21.841435
"Moken, Salon",Myanmar (Burma),"4,600",Moken,98.38829,12.46438
Mon,Myanmar (Burma),"1,143,000",Mon,97.63949,16.08723
Mru,Myanmar (Burma),"25,000",Mru,92.52755,20.872537
"Nepali, general",Myanmar (Burma),"295,000",Nepali,94.144652,23.778863
"Palaung, Pale",Myanmar (Burma),"292,000","Palaung, Ruching",96.50779,20.66674
"Palaung, Rumai",Myanmar (Burma),"159,000","Palaung, Rumai",96.66956,23.14339
"Palaung, Shwe",Myanmar (Burma),"233,000","Palaung, Shwe",96.95734,22.97885
Pa-O,Myanmar (Burma),"864,000",Pa'o,97.12815,20.6799
"Phun, Hpon",Myanmar (Burma),"1,600",Burmese,97.11423,24.46064
Punjabi,Myanmar (Burma),"11,000","Punjabi, Eastern",96.126759,16.867095
Rakhine,Myanmar (Burma),"2,699,000",Rakhine,93.74261,19.71212
Riang,Myanmar (Burma),"15,000",Riang Lang,98.75259,24.05685
Rohingya,Myanmar (Burma),"477,000",Rohingya,92.86153,20.23579
Sino-Burmese,Myanmar (Burma),"17,000",Burmese,97.388147,25.389475
"South Asian, Bengali-speaking",Myanmar (Burma),"282,000",Bengali,92.891181,20.135177
"South Asian, Odia-speaking",Myanmar (Burma),"120,000",Odia,92.896615,20.156078
Tai Doi,Myanmar (Burma),"5,100",Tai Loi,100.91377,21.52631
Tai Khun,Myanmar (Burma),"130,000",Khun,99.77897,20.58365
Tai Laing,Myanmar (Burma),"114,000",Tai Laing,97.399958,25.346617
Tai Lue,Myanmar (Burma),"62,000",Lu,100.710955,21.267867
"Tai Man, Shan",Myanmar (Burma),"4,523,000",Shan,98.13633,21.58197
"Tai Nua, Chinese Shan",Myanmar (Burma),"103,000",Tai Nua,97.55179,24.20468
"Taman, Htamandi",Myanmar (Burma),"33,000",Burmese,95.11708,25.15664
Taungtha,Myanmar (Burma),"20,000","Chin, Rungtu",93.2389,21.3151
Taungyo,Myanmar (Burma),"45,000",Taungyo,96.74008,20.41039
Thai,Myanmar (Burma),"43,000",Thai,98.619932,12.447586
Yaw,Myanmar (Burma),"22,000",Burmese,95.78856,20.29805
"Chin, Songlai",Myanmar (Burma),"8,200","Chin, Songlai",92.855322,21.301902
Deaf,Myanmar (Burma),"408,000",Language unknown,96.193739,16.789555
"Kawa, Vo",Myanmar (Burma),700,"Wa, Vo",98.6316,23.58436
"South Asian, Telugu-speaking",Myanmar (Burma),"138,000",Telugu,96.209031,16.792639
Akeu,Myanmar (Burma),"1,200",Akeu,99.612796,21.301031
Anong,Myanmar (Burma),"11,000",Anong,98.68006,27.291
"Chin, Asho",Myanmar (Burma),"169,000","Chin, Asho",94.64984,20.50399
"Chin, Ekai",Myanmar (Burma),"6,100","Chin, Ekai",93.868711,20.078611
"Chin, Laitu",Myanmar (Burma),"17,000","Chin, Laitu",93.271353,20.366648
"Han Chinese, Min Nan",Myanmar (Burma),"72,000","Chinese, Min Nan",96.130736,16.870068
"Kadu, Asak",Myanmar (Burma),"35,000",Kadu,95.42274,24.35288
Kanan,Myanmar (Burma),"10,000",Kanan,95.855106,24.401433
"Karen, Lahta",Myanmar (Burma),"11,000",Zayein,97.37906,20.17968
"Karen, Pwo Eastern",Myanmar (Burma),"1,169,000","Karen, Pwo Eastern",97.748,16.253
Lahu Shi,Myanmar (Burma),"64,000",Lahu Shi,99.91601,22.01009
Malayali,Myanmar (Burma),"23,000",Malayalam,96.144083,16.78696
"Maru, Lhaovo",Myanmar (Burma),"122,000",Lhao Vo,98.34711,25.84682
Mro-Khimi,Myanmar (Burma),"201,000",Mro-Khimi,93.995,19.71
Muak Sa-aak,Myanmar (Burma),"4,500",Muak Sa-aak,100.356661,21.180118
Naga Leinong,Myanmar (Burma),"8,600","Naga, Lainong",95.43988,26.33166
Naga Long Phuri,Myanmar (Burma),"2,200","Naga, Long Phuri",94.97946,25.40649
Naga Makyan,Myanmar (Burma),"4,600","Naga, Paungnyuan",95.47463,26.32297
Naga Ponyo-Gongwang,Myanmar (Burma),"5,100","Naga, Ponyo-Gongwang",95.443763,26.320413
Naga Tangkhul,Myanmar (Burma),"4,700","Naga, Tangkhul",94.908357,24.855179
Samtao,Myanmar (Burma),"11,000",Samtao,98.92674,21.70879
Tamil (Hindu traditions),Myanmar (Burma),"149,000",Tamil,96.153822,16.829568
Uppu Chinbon,Myanmar (Burma),"45,000","Chin, Uppu",94.036556,21.196713
Zaiwa,Myanmar (Burma),"36,000",Zaiwa,98.38371,23.89852
"Achang, Maingtha",Myanmar (Burma),"39,000",Achang,97.66964,24.2614
Akha,Myanmar (Burma),"220,000",Akha,100.00883,21.00681
"Chin, Anu-Khongso",Myanmar (Burma),"5,000","Chin, Anu-Khongso",98.5888,23.34907
"Chin, Bawm",Myanmar (Burma),700,"Chin, Bawm",93.36804,22.08672
"Chin, Bualkhaw",Myanmar (Burma),"2,700","Chin, Bualkhaw",93.69202,22.97154
"Chin, Cho",Myanmar (Burma),"17,000","Chin, Muun",94.3028,20.2891
"Chin, Dai",Myanmar (Burma),"42,000","Chin, Daai",93.66202,20.76992
"Chin, Eastern Khumi",Myanmar (Burma),"14,000","Chin, Eastern Khumi",92.855005,21.302796
"Chin, Falam",Myanmar (Burma),"76,000","Chin, Falam",93.8047,22.97438
"Chin, Hakha",Myanmar (Burma),"135,000","Chin, Hakha",93.70926,22.46182
"Chin, Kaang",Myanmar (Burma),"1,100","Chin, Kaang",93.975295,21.372302
"Chin, Khumi",Myanmar (Burma),"66,000","Chin, Khumi",93.37192,21.29269
"Chin, Lautu",Myanmar (Burma),"17,000","Chin, Lautu",93.442965,21.600893
"Chin, Mara",Myanmar (Burma),"26,000","Chin, Mara",93.09755,22.00932
"Chin, Ngawn",Myanmar (Burma),"19,000","Chin, Ngawn",93.58348,21.93031
"Chin, Paite",Myanmar (Burma),500,"Chin, Paite",93.90427,23.84952
"Chin, Senthang",Myanmar (Burma),"35,000","Chin, Senthang",93.86045,21.89154
"Chin, Siyin",Myanmar (Burma),"13,000","Chin, Siyin",93.68843,23.81919
"Chin, Sumtu",Myanmar (Burma),"16,000","Chin, Sumtu",93.270717,20.357231
"Chin, Tapong",Myanmar (Burma),"16,000","Chin, Falam",93.72,23.21
"Chin, Tawr",Myanmar (Burma),600,"Chin, Tawr",94.09572,22.49964
"Chin, Tedim",Myanmar (Burma),"258,000","Chin, Tedim",93.82231,23.50458
"Chin, Thaiphum",Myanmar (Burma),"1,200","Chin, Thaiphum",93.440833,21.609975
"Chin, Zo",Myanmar (Burma),"53,000","Chin, Zotung",93.30145,22.51791
"Chin, Zyphe",Myanmar (Burma),"21,000","Chin, Zyphe",93.482,22.028
Derung,Myanmar (Burma),200,Drung,98.495325,27.44701
"Eurasian, Anglo-Burmese",Myanmar (Burma),"56,000",English,96.167902,16.825315
Gante,Myanmar (Burma),"6,500",Gangte,94.45574,24.42294
Hrangkhol,Myanmar (Burma),"9,200",Hrangkhol,93.53851,23.8236
Kachin Jingpo,Myanmar (Burma),"1,022,000",Jingpho,96.91646,26.19603
"Karen, Bghai",Myanmar (Burma),"24,000","Karen, Bwe",97.82504,19.50794
"Karen, Brek",Myanmar (Burma),"20,000",Kayaw,96.82871,19.05539
"Karen, Geba",Myanmar (Burma),"46,000","Karen, Geba",96.98556,19.54049
"Karen, Gheko",Myanmar (Burma),"18,000","Karen, Geko",96.53777,19.68445
"Karen, Kayah Eastern",Myanmar (Burma),"8,900","Kayah, Eastern",98.921,20.907
"Karen, Kayah Western",Myanmar (Burma),"161,000","Kayah, Western",97.4877,18.68704
"Karen, Manumanaw",Myanmar (Burma),"11,000",Kawyaw,96.96468,19.164
"Karen, Mobwa",Myanmar (Burma),"4,600","Karen, Mobwa",96.585743,19.01869
"Karen, Paku",Myanmar (Burma),"6,800","Karen, Paku",97.13233,18.81926
"Karen, Pwo Western",Myanmar (Burma),"209,000","Karen, Pwo Western",97.83652,17.30518
"Karen, S'gaw",Myanmar (Burma),"2,008,000","Karen, S'gaw",97.02955,18.39014
"Karen, Striped",Myanmar (Burma),"13,000",Riang Lai,97.91665,20.08332
"Karen, Yinbaw",Myanmar (Burma),"9,300",Yinbaw,97.21358,19.04605
"Kayan, Padaung",Myanmar (Burma),"145,000",Kayan,96.90448,19.83321
Konyak,Myanmar (Burma),"2,200","Naga, Konyak",95.097156,26.503882
Kuki Chin,Myanmar (Burma),"33,000","Chin, Thado",93.56163,23.92175
Lahu,Myanmar (Burma),"223,000",Lahu,99.13508,20.81158
"Lashi, Letsi",Myanmar (Burma),"34,000",Lacid,98.46014,26.13653
Lisu,Myanmar (Burma),"342,000",Lisu,98.58523,27.31308
"Lisu, Black",Myanmar (Burma),"5,000",Lisu,98.587693,23.945886
"Matu, Nga La",Myanmar (Burma),"34,000","Chin, Matu",94.958,24.429
Mizo,Myanmar (Burma),"19,000",Mizo,92.78027,21.92457
Naga Akyaung Ari,Myanmar (Burma),"1,200","Naga, Akyaung Ari",94.956989,25.447203
Naga Khiamniungan,Myanmar (Burma),"11,000","Naga, Khiamniungan",94.814143,26.238171
Naga Kokak,Myanmar (Burma),"2,300","Naga, Kokak",94.946194,25.441909
Naga Kyan-Karyaw,Myanmar (Burma),"10,000","Naga, Chen-Kayu",95.443486,26.325711
Naga Lao,Myanmar (Burma),"1,100","Naga, Lao",95.443255,26.321422
Naga Makuri,Myanmar (Burma),"3,000","Naga, Makuri",94.92486,24.865212
Naga Para,Myanmar (Burma),"1,600","Naga, Jejara",95.25068,26.21011
Nu,Myanmar (Burma),"1,500",Nusu,97.381523,25.384984
Pyen,Myanmar (Burma),800,Pyen,99.8095,20.88119
Ranglong,Myanmar (Burma),100,Ranglong,96.097895,19.76171
"Rawang, Nung",Myanmar (Burma),"71,000",Rawang,97.96018,26.88115
Rawngtu,Myanmar (Burma),"5,600","Chin, Rawngtu",98.3197,27.04569
Tangsa,Myanmar (Burma),"69,000","Naga, Tangshang",96.4398,27.16909
Vaiphei,Myanmar (Burma),"7,500",Vaiphei,94.036417,23.346127
Wa,Myanmar (Burma),"457,000","Wa, Parauk",98.94909,22.60628
Zo,Myanmar (Burma),"68,000",Zo,94.21349,23.86844
Kung-Ekoka,Namibia,"9,800",Kung-Ekoka,18.35209,-19.47014
Mbalanhu,Namibia,300,Mbalanhu,16.617,-19.593
"Nusan, West Xo",Namibia,500,Xoo,19.69381,-24.21159
"Vasekela Bushman, Maligo",Namibia,"1,500",Northwestern Kung,23.378233,-17.834931
"Yeyi, Koba",Namibia,"7,100",Yeyi,23.75869,-18.04982
Deaf,Namibia,"19,000",Namibian Sign Language,17.048,-22.6
Fwe,Namibia,"14,000",Fwe,24.38723,-17.76556
"Nyemba, Ngangela",Namibia,"15,000",Nyemba,15.691533,-17.776625
"Baster, Rehobother",Namibia,"55,000",Afrikaans,17.26359,-23.12577
British,Namibia,"2,100",English,16.72489,-22.76071
Gciriku,Namibia,"58,000",Gciriku,20.56808,-18.58751
German,Namibia,"39,000","German, Standard",17.043222,-22.535644
"Heikum, San",Namibia,"22,000",Haiom,18.18637,-18.26747
Herero,Namibia,"268,000",Herero,18.10288,-20.27106
Kung-Tsumkwe,Namibia,"42,000",Ju'hoan,20.09317,-19.76648
Kwambi,Namibia,"40,000",Kwambi,15.74547,-18.05479
Lozi,Namibia,"39,000",Lozi,24.8159,-17.67877
"Mbukushu, Gova",Namibia,"45,000",Mbukushu,21.79523,-18.10468
"Nama, Khoekhoe",Namibia,"350,000",Khoekhoe,15.36813,-20.6154
Naro,Namibia,"2,100",Naro,19.92084,-22.10057
"Ovimbundu, Umbundu",Namibia,"4,400",Umbundu,13.354953,-17.110639
"Subia, Chikwahane",Namibia,"32,000",Kuhane,24.86833,-17.68629
Tswana,Namibia,"6,600",Setswana,19.63806,-23.41585
Afrikaner,Namibia,"76,000",Afrikaans,17.26359,-23.12577
"Ambo, Ndonga",Namibia,"349,000",Ndonga,16.1651,-18.04674
Chokwe,Namibia,"7,900",Chokwe,24.884045,-17.607194
Dhimba,Namibia,"7,100",Dhimba,13.30973,-18.16537
"Kwanyama, Oshiwambo",Namibia,"691,000",Oshiwambo,17.05043,-18.32716
"Kxoe, Xun",Namibia,"4,200",Khwedam,22.80561,-17.9914
Luchazi,Namibia,"1,500",Luchazi,19.76128,-17.913363
"Luyana, Kwangali",Namibia,"231,000",Kwangali,19.56077,-18.22619
Masi,Namibia,300,Mashi,23.28,-17.72
"Namibians, English-speaking",Namibia,"29,000",English,16.727026,-22.760223
"Han Chinese, Cantonese",Nauru,"1,400","Chinese, Yue",166.939943,-0.531589
Kiribertese,Nauru,"2,100",Kiribati,166.930147,-0.533921
Anglo-Australian,Nauru,700,English,166.94251,-0.51281
Kosraen,Nauru,100,Kosraean,166.922821,-0.530333
Marshallese,Nauru,100,Marshallese,166.935461,-0.513484
Nauruan,Nauru,"5,500",Nauruan,166.92313,-0.52874
Tuvaluan,Nauru,700,Tuvaluan,166.948822,-0.518202
Abdul,Nepal,"1,200",Urdu,82.175404,28.442443
Adibasi Janajati,Nepal,"1,100",Nepali,80.752818,28.925253
Ahar,Nepal,"2,000",Awadhi,83.090656,27.901461
Amat,Nepal,"2,900",Maithili,86.513676,27.17747
Ansari,Nepal,"42,000",Urdu,81.844587,28.554522
Apapanthi,Nepal,200,Awadhi,81.866675,28.178438
Arakh,Nepal,600,Awadhi,80.963583,29.135615
Ath Pahariya,Nepal,"5,700",Athpariya,87.612907,27.337256
Badhai (Hindu traditions),Nepal,"31,000",Maithili,83.424622,27.928144
Badhai (Muslim traditions),Nepal,"2,200",Urdu,82.629935,27.985014
Badhi (Hindu traditions),Nepal,"37,000",Nepali,82.049787,28.673567
Badhi (Muslim traditions),Nepal,400,Urdu,82.332723,28.199866
Baghban (Muslim traditions),Nepal,900,Urdu,82.362857,28.022695
Baha'i,Nepal,"1,100",Nepali,85.735856,28.015399
Bahelia (Muslim traditions),Nepal,800,Bhojpuri,83.966778,28.012989
Bahing,Nepal,"2,700",Bahing,86.434351,27.345166
Bahna (Hindu traditions),Nepal,"15,000",Maithili,80.437997,29.041585
Bahra Gaunle,Nepal,400,Bine,84.021788,29.175207
Bairagi (Hindu traditions),Nepal,"233,000",Nepali,88.079396,26.981032
Bangali (Hindu traditions),Nepal,"25,000",Maithili,87.280992,27.154628
Bania,Nepal,"134,000",Maithili,84.909033,27.297345
Bania Agarwal,Nepal,"18,000",Bhojpuri,85.891372,27.008231
Bania Agrahari,Nepal,"2,100",Bhojpuri,83.096363,27.801814
Bania Kasaundhan,Nepal,"2,000",Bhojpuri,83.575456,28.101382
Bania Kath,Nepal,200,Maithili,84.857226,27.361264
Bania Khatri,Nepal,900,Maithili,87.700796,26.728844
Bania Mahesri,Nepal,800,Marwari,87.521369,27.093296
Bania Mahur,Nepal,"1,100",Bhojpuri,83.937847,27.919152
Bania Oswal,Nepal,600,Marwari,85.579897,27.918084
Bania Rauniar,Nepal,"2,600",Bhojpuri,85.708379,27.684252
Bania Unai,Nepal,700,Bhojpuri,82.134555,28.333901
Bankariya,Nepal,500,Awadhi,82.07732,28.70075
Bantar,Nepal,"52,000",Maithili,86.900645,27.286613
Bantawa,Nepal,"4,300",Bantawa,87.460397,26.6799
Baramu,Nepal,"7,500",Nepali,84.88969,28.487958
Bardai,Nepal,800,Nepali,85.184782,27.601567
Bari (Hindu traditions),Nepal,"9,000",Maithili,83.776116,27.681826
Bedia (Hindu traditions),Nepal,"22,000",Maithili,83.916254,27.727027
Bedia (Muslim traditions),Nepal,"2,000",Urdu,84.847421,27.586543
Beg,Nepal,200,Bengali,86.098798,26.843761
Beldar (Hindu traditions),Nepal,"2,800",Maithili,83.698684,27.860881
Bhand (Muslim traditions),Nepal,"7,200",Urdu,83.643162,28.221281
Bhangi (Muslim traditions),Nepal,600,Urdu,85.981597,26.778924
Bhar,Nepal,"3,500",Bhojpuri,84.082751,27.644491
Bharbhunja (Hindu traditions),Nepal,700,Awadhi,82.524528,28.425574
Bhat (Hindu traditions),Nepal,800,Maithili,85.242498,27.429178
Bhoi (Hindu traditions),Nepal,"147,000",Maithili,86.236119,27.36178
Bhoi (Muslim traditions),Nepal,200,Nepali,81.197062,28.843275
Bhoi Ghogra,Nepal,600,Bhojpuri,83.432851,27.586123
Bhoi Kamti,Nepal,"1,100",Maithili,85.921691,26.717118
Bhoi Kharbind,Nepal,"9,400",Bhojpuri,83.396387,27.579979
Bhoi Kharot,Nepal,"6,100",Bhojpuri,83.406811,27.575422
Bhoi Mallah Mewat,Nepal,"7,100",Maithili,83.3955,27.57517
Bhoi Nikhad,Nepal,"1,900",Bhojpuri,83.419664,27.579293
Bhote,Nepal,"13,000",Nepali,81.65881,28.704423
Bind,Nepal,"70,000",Maithili,85.362927,27.90826
Bote-Majhi,Nepal,"11,000",Bote,85.033386,28.15365
Brahmin,Nepal,"3,213,000",Nepali,84.775568,27.861071
Brahmin Bhat,Nepal,400,Maithili,86.04394,26.82206
Brahmin Bhumihar,Nepal,"16,000",Maithili,87.532528,27.149997
Brahmin Bohara,Nepal,"1,100",Hindi,85.354,27.71245
Brahmin Gaur,Nepal,"6,700",Maithili,87.843678,26.871817
Brahmin Hill,Nepal,"3,067,000",Nepali,85.619371,27.845696
Brahmin Jijhotia,Nepal,"1,400",Maithili,85.330628,27.399496
Brahmin Joshi,Nepal,"2,000",Maithili,85.434152,27.756181
Brahmin Kanaujia,Nepal,"6,100",Maithili,82.981374,28.124951
Brahmin Khandelwal,Nepal,"1,900",Maithili,85.234813,27.212729
Brahmin Maha,Nepal,700,Maithili,83.950262,28.185284
Brahmin Radhi,Nepal,"3,200",Maithili,87.042768,26.722496
Brahmin Sakaldwipi,Nepal,"2,800",Maithili,83.679216,28.240015
Brahmin Sanadhya,Nepal,500,Awadhi,84.611786,28.207221
Brahmin Saraswat,Nepal,"2,600",Maithili,87.64808,26.841571
Brahmin Sawaria,Nepal,"5,400",Awadhi,83.820751,28.073869
Brahmin Terai,Nepal,"129,000",Maithili,83.827478,27.849858
Byansi,Nepal,"4,000",Humla,81.272118,29.795771
Chamar (Hindu traditions),Nepal,"320,000",Maithili,83.98227,27.733076
Chamling,Nepal,"6,200",Chamling,86.726563,27.060052
Chhairottan,Nepal,40,Language unknown,82.146822,29.34739
Chhantyal,Nepal,"11,000",Nepali,83.923105,29.229942
Chhetri,Nepal,"4,191,000",Nepali,85.544145,27.591395
Chidimar,Nepal,"4,200",Bhojpuri,81.682977,28.751583
Churaute,Nepal,"2,300",Nepali,83.265007,28.957675
Danuwar Rai,Nepal,"80,000",Danuwar,85.175051,28.046061
Darai,Nepal,"17,000",Darai,84.753161,27.882353
Darjee,Nepal,"449,000",Nepali,81.76234,29.18752
Darzi (Hindu traditions),Nepal,"7,100",Maithili,83.296818,27.76672
Darzi (Muslim traditions),Nepal,"19,000",Urdu,82.736295,28.210501
Deaf,Nepal,"218,000",Nepalese Sign Language,85.406565,27.664231
Devhar,Nepal,900,Nepali,86.030325,27.334079
Dewas Rai,Nepal,"9,800",Dewas Rai,85.711,27.6771
Dhandi,Nepal,"1,900",Bhojpuri,83.459646,27.690224
Dhanuk,Nepal,"210,000",Maithili,86.520302,27.560184
Dhanuk Dhankar,Nepal,"6,100",Maithili,86.075845,26.829297
Dharhi (Hindu traditions),Nepal,100,Bhojpuri,85.35441,27.71245
Dharkar,Nepal,"2,500",Bhojpuri,83.633711,27.754281
Dhimal,Nepal,"26,000",Dhimal,87.664743,27.295269
Dhobi (Hindu traditions),Nepal,"107,000",Maithili,86.197594,27.065733
Dhobi (Muslim traditions),Nepal,"6,700",Urdu,82.528939,28.304043
Dhobi Ajudhyabansi,Nepal,"1,400",Awadhi,82.99489,27.63095
Dhobi Kanaujia,Nepal,"1,800",Awadhi,83.3955,27.57517
Dolpa,Nepal,"3,900",Sherpa,83.208854,29.332654
Dom,Nepal,"1,500",Bhojpuri,83.820953,28.26214
Dom (Hindu traditions),Nepal,"13,000",Maithili,86.078452,27.181275
Dura,Nepal,"5,000",Nepali,84.355099,28.243214
Dusadh (Hindu traditions),Nepal,"200,000",Maithili,86.170626,27.156042
Gadaria (Hindu traditions),Nepal,"7,700",Maithili,83.521339,27.909
Gaddi (Muslim traditions),Nepal,900,Urdu,82.206499,28.27481
Gandharb (Hindu traditions),Nepal,100,Maithili,86.04394,26.82206
Gandharva,Nepal,"6,700",Nepali,85.082075,28.291246
Gangai,Nepal,"36,000",Nepali,87.82579,26.864176
Gharti,Nepal,"113,000",Nepali,82.811576,29.654025
Gonrhi,Nepal,"1,200",Bhojpuri,85.490817,27.295425
Goriya (Hindu traditions),Nepal,900,Awadhi,82.366017,28.189858
Gosain,Nepal,"1,700",Maithili,81.149908,29.367825
Gyalsumdo,Nepal,400,"Tamang, Western",84.272879,28.679429
Hadi,Nepal,"2,200",Maithili,87.784022,26.68641
Hajam,Nepal,"35,000",Urdu,84.879542,27.390289
Halalkhor (Hindu traditions),Nepal,"4,100",Maithili,85.242144,27.312233
Halwai (Hindu traditions),Nepal,"80,000",Maithili,86.056676,27.246003
Halwai Maira,Nepal,"1,600",Maithili,86.049702,26.82517
Hayu,Nepal,"2,800",Wayu,86.355557,27.688375
Hudke,Nepal,100,Nepali,81.913461,29.12756
Jat (Hindu traditions),Nepal,"1,000",Hindi,85.693706,28.272277
Jat (Sikh traditions),Nepal,900,"Punjabi, Eastern",81.834032,28.326649
Jirel,Nepal,"5,400",Jirel,86.457609,27.888434
